GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS818345616	2019-10-25 22:59:34	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr630777	S60753292	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS818183721	2019-10-21 22:07:51	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Zamorano Univ.--Res. Biol. Uyuca	L1118527	H	14.0298480	-87.0715427	2019-10-19	05:02:00	obsr205965	S60743016	Traveling	P22	EBIRD	212	5.400		9	1	G4594922	0	1	0		Octuber Big Day. Club alzacuanes		
URN:CornellLabOfOrnithology:EBIRD:OBS836404351	2019-12-09 21:08:32	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Sendero Jucuara	L3100043	H	14.2079354	-87.1170545	2019-11-22	06:30:00	obsr51929	S62173560	Traveling	P22	EBIRD	360	2.414		3	1		1	1	0		With guide William Orellana (Beaks & Peaks). This checklist includes stops along access road on the way to the Visitor's Center and the return trip, the Visitor's Center area, and the Sendero Jucuara trail walk. Duration does not include one hour break for lunch.	Photo by Alan Rawle.	
URN:CornellLabOfOrnithology:EBIRD:OBS828021541	2020-10-31 11:26:03	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Finca De Cafe En RB Misoco (14.632, -86.83)	L10154746	P	14.6321370	-86.8298769	2019-11-10	07:00:00	obsr719821	S61459135	Traveling	P22	EBIRD	208	7.242		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS828019332	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Finca De Cafe En RB Misoco (14.632, -86.83)	L10154746	P	14.6321370	-86.8298769	2019-11-09	06:47:00	obsr719821	S61459001	Traveling	P22	EBIRD	348	5.472		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS830662667	2019-11-24 16:40:11	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							PN La Tigra--Sendero Jucuara	L3100043	H	14.2079354	-87.1170545	2019-11-22	09:41:00	obsr398519	S61660020	Traveling	P22	EBIRD	200	2.000		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS843087051	2019-12-29 10:59:15	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Cima de Montaña de Izopo	L6677358	H	13.9092620	-87.1441440	2019-12-28	06:20:00	obsr197531	S62703540	Traveling	P22	EBIRD_CAMERICA	195	4.742		2	1	G4793579	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS842621143	2019-12-27 13:32:30	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Camino que conduce a Bosque Ripario	L4737844	P	14.0777904	-87.3417600	2019-12-27	06:30:00	obsr538458	S62666431	Traveling	P22	EBIRD_CAMERICA	130	1.700		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS843087003	2019-12-29 10:59:15	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Cima de Montaña de Izopo	L6677358	H	13.9092620	-87.1441440	2019-12-28	06:20:00	obsr143555	S62703539	Traveling	P22	EBIRD_CAMERICA	195	4.742		2	1	G4793579	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS833812854	2021-08-05 00:48:13.89859	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2019-12-01	07:35:00	obsr143555	S61903737	Traveling	P22	EBIRD_CAMERICA	237	2.230		2	1	G4712461	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS835711108	2019-12-07 19:36:52	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2019-12-07	06:20:00	obsr538458	S62121407	Traveling	P22	EBIRD_CAMERICA	200	2.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS841954190	2021-08-05 00:48:13.89859	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Aldea Las Anonas [Carretera de 6 Kms]	L5926790	H	13.9307865	-87.2019507	2019-12-25	07:31:00	obsr538458	S62611807	Traveling	P22	EBIRD_CAMERICA	160	3.500		1	1		0	1	0		Recorrido de norte a sur en vehículo con paradas en ciertos puntos específicos		
URN:CornellLabOfOrnithology:EBIRD:OBS833873924	2021-08-05 00:48:13.89859	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2019-12-01	07:35:00	obsr197531	S61909675	Traveling	P22	EBIRD_CAMERICA	237	2.230		2	1	G4712461	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS838481745	2019-12-16 07:26:22	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Francisco Morazán	HN-FM							Carretera al Nor-oeste de Rancho Ebenezer	L5862488	H	14.1477724	-87.4114913	2019-12-15	06:30:00	obsr538458	S62335205	Traveling	P22	EBIRD_CAMERICA	220	2.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS840533718	2019-12-21 20:33:13	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Francisco Morazán	HN-FM							Rincón de Dolores	L5767478	H	14.1410247	-87.3975282	2019-12-21	06:20:00	obsr538458	S62500016	Traveling	P22	EBIRD_CAMERICA	260	2.000		1	1		1	1	0		Nublado en un 80% , Vientos leves por momentos		
URN:CornellLabOfOrnithology:EBIRD:OBS457204620	2021-12-23 16:47:54.94317	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Reserva Natural Privada El Consejero	L3834148	H	14.2999000	-88.1988859	2017-01-14	17:05:00	obsr239574	S33670056	Incidental	P20	EBIRD_CAMERICA				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS457194230	2017-01-14 17:40:08	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Laguna Chiligatoro	L2937804	H	14.3763630	-88.1844449	2017-01-14	15:07:00	obsr239574	S33669284	Traveling	P22	EBIRD_CAMERICA	58	0.500		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS556150276	2017-12-17 14:18:00	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Carretera La Esperanza-Marcala, Departamento de Intibucá, HN (14.314, -88.14)	L6551056	P	14.3136921	-88.1404121	2017-12-10	15:45:00	obsr824148	S41018336	Traveling	P22	EBIRD	45	0.240		3	1	G2779771	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS556209806	2017-12-17 14:18:00	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Carretera La Esperanza-Marcala, Departamento de Intibucá, HN (14.314, -88.14)	L6551056	P	14.3136921	-88.1404121	2017-12-10	15:45:00	obsr941052	S41022439	Traveling	P22	EBIRD	45	0.240		3	1	G2779771	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS556158304	2017-12-17 14:18:00	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Carretera La Esperanza-Marcala, Departamento de Intibucá, HN (14.314, -88.14)	L6551056	P	14.3136921	-88.1404121	2017-12-10	15:45:00	obsr952463	S41018900	Traveling	P22	EBIRD	45	0.240		3	1	G2779771	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682476521	2018-12-03 16:45:04	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Carretera La Esperanza-Marcala, Departamento de Intibucá, HN (14.314, -88.14)	L6551056	P	14.3136921	-88.1404121	2017-12-10	15:45:00	obsr1199025	S50400936	Traveling	P22	EBIRD	45	0.240		3	1	G2779771	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS919372207	2020-05-11 15:32:01	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							San Fernando	L11418285	P	14.3075833	-88.2057222	2018-02-10	07:00:00	obsr1334461	S68879885	Traveling	P22	EBIRD	260	1.000		2	1		0	1	0		Monitoreo no reproductivo de Setophaga chrysoparia en Centroamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS919282518	2020-05-11 13:55:26	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Intibucá	HN-IN							La Union	L11417562	P	14.3018611	-88.2036667	2018-02-09	06:38:00	obsr1334461	S68874177	Traveling	P22	EBIRD	217	1.000		2	1		0	1	0		Monitoreo no reproductivo de Setophaga chrysoparia en Centroamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS919358276	2020-05-11 15:14:49	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							El Carrizal	L11418147	P	14.2942500	-88.2048056	2018-02-10	07:06:00	obsr1334461	S68878947	Traveling	P22	EBIRD	184	1.000		2	1		0	1	0		Monitoreo no reproductivo de Setophaga chrysoparia en Centroamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS919396388	2020-05-11 16:02:35	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Intibucá	HN-IN							Roble casa	L11418551	P	14.2775278	-88.2128889	2018-02-11	06:39:00	obsr1334461	S68881520	Traveling	P22	EBIRD	200	1.000		2	1		0	1	0		Monitoreo no reproductivo de Setophaga chrysoparia en Centroamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS919382676	2020-08-09 15:27:23	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Robledal	L11418443	P	14.2765833	-88.2196111	2018-02-11	06:42:00	obsr1334461	S68880537	Traveling	P22	EBIRD	193	1.000		2	1		0	1	0		Monitoreo no reproductivo de Setophaga chrysoparia en Centroamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS657512943	2020-04-07 11:09:05	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Laguna Artificial en Aldea Silimania, La Esperanza	L6724183	H	14.3078074	-88.1223421	2018-09-15	07:41:00	obsr925816	S48533875	Traveling	P22	EBIRD_CAMERICA	135	1.080		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS671261657	2018-11-29 22:36:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-10-28	12:30:00	obsr294628	S49527549	Traveling	P22	EBIRD_CAMERICA	45	0.500		2	1	G3548006	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS671253092	2018-10-28 19:08:32	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Bosques de Quiaterique, Intibucá	L8080889	P	14.3265590	-88.1970500	2018-10-28	07:08:00	obsr1148651	S49526974	Traveling	P22	EBIRD	159	3.203		9	1	G3547952	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS671071733	2018-10-28 19:27:47	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Bosques de Quiaterique, Intibucá	L8080889	P	14.3265590	-88.1970500	2018-10-28	07:08:00	obsr294628	S49514559	Traveling	P22	EBIRD	159	3.203		9	1	G3547952	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS671448098	2018-10-29 12:20:24	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Bosques de Quiaterique, Intibucá	L8080889	P	14.3265590	-88.1970500	2018-10-28	07:08:00	obsr239574	S49540220	Traveling	P22	EBIRD	159	3.203		9	1	G3547952	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS666273011	2018-11-29 22:36:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				5					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-10-13	06:58:00	obsr239574	S49162273	Traveling	P22	EBIRD_CAMERICA	193	1.666		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS671261476	2018-11-29 22:36:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-10-28	12:30:00	obsr239574	S49527539	Traveling	P22	EBIRD_CAMERICA	45	0.500		2	1	G3548006	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS680473193	2018-11-29 22:38:58	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-11-24	11:10:00	obsr538458	S50239082	Traveling	P22	EBIRD_CAMERICA	300	1.200		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675460102	2023-05-18 10:29:39.370715	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Intibucá	HN-IN							Carretera La Esperanza-Marcala, Departamento de Intibucá, HN (14.279, -88.21)	L8129672	P	14.2788713	-88.2104643	2018-11-11	07:13:00	obsr1148651	S49855312	Traveling	P22	EBIRD	104	0.670		7	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS677506457	2020-04-07 11:09:05	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Laguna Artificial en Aldea Silimania, La Esperanza	L6724183	H	14.3078074	-88.1223421	2018-11-17	07:00:00	obsr981548	S50010108	Traveling	P22	EBIRD_CAMERICA	169	1.500		2	1	G3589904	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS677475717	2020-04-07 11:09:05	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Laguna Artificial en Aldea Silimania, La Esperanza	L6724183	H	14.3078074	-88.1223421	2018-11-17	07:00:00	obsr925816	S50007975	Traveling	P22	EBIRD_CAMERICA	169	1.500		2	1	G3589904	0	1	0		Cool and cloudy weather, strong winds and mist at certain hours of the day.		
URN:CornellLabOfOrnithology:EBIRD:OBS675698137	2021-02-08 18:31:41.993106	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				7					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-11-11	07:01:00	obsr239574	S49873217	Traveling	P22	EBIRD	200	0.800		8	1	G3578379	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675697717	2021-03-02 15:40:21.658856	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				7					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-11-11	07:01:00	obsr294628	S49873188	Traveling	P22	EBIRD	200	0.800		8	1	G3578379	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS676122948	2021-02-21 00:00:02.19184	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				7					Honduras	HN	Intibucá	HN-IN							HN-Intibuca-Yamaranguila (14.2789,-88.2107)	L8132452	P	14.2789170	-88.2107060	2018-11-11	07:01:00	obsr941052	S49902053	Traveling	P22	EBIRD	200	0.800		8	1	G3578379	0	1	0		Bosque mixto, día despejado con bastante viento hacia el suroeste. 		
URN:CornellLabOfOrnithology:EBIRD:OBS681240319	2018-11-29 22:36:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				4					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-11-29	12:30:00	obsr239574	S50302608	Stationary	P21	EBIRD_CAMERICA	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS680480309	2018-11-29 22:38:58	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-11-26	05:45:00	obsr538458	S50239703	Traveling	P22	EBIRD_CAMERICA	140	1.200		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675689438	2020-04-07 11:09:05	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Laguna Artificial en Aldea Silimania, La Esperanza	L6724183	H	14.3078074	-88.1223421	2018-11-11	15:39:00	obsr925816	S49872621	Stationary	P21	EBIRD_CAMERICA	90			1	1		0	1	0		Sunny day with chill weather.		
URN:CornellLabOfOrnithology:EBIRD:OBS682459671	2023-05-18 10:29:38.71561	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				6					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-12-02	11:35:00	obsr1199025	S50399445	Traveling	P22	EBIRD	99	0.400		5	1	G3625596	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682456129	2023-05-18 10:29:38.829428	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				6					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-12-02	11:35:00	obsr824148	S50399134	Traveling	P22	EBIRD	99	0.400		5	1	G3625596	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS872769377	2020-03-01 16:53:49	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2018-12-15	16:35:00	obsr1544477	S65335238	Stationary	P21	EBIRD_CAMERICA	20			1	1	G5041582	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS708716886	2019-02-10 12:12:50	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2019-02-10	06:30:00	obsr247263	S52553417	Traveling	P22	EBIRD	180	1.000		2	1	G3844168	0	1	0		Distance estimated. EBird track was truncated.	Together in a mixed species foraging flock.	
URN:CornellLabOfOrnithology:EBIRD:OBS708758461	2019-02-10 12:12:50	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2019-02-10	06:30:00	obsr1160644	S52557060	Traveling	P22	EBIRD	180	1.000		2	1	G3844168	0	1	0			Together in a mixed species foraging flock.	
URN:CornellLabOfOrnithology:EBIRD:OBS738003072	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Laguna Chiligatoro	L2937804	H	14.3763630	-88.1844449	2019-04-13	06:41:00	obsr294628	S54907841	Traveling	P22	EBIRD	131	1.939		3	1	G4041975	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS738308134	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Laguna Chiligatoro	L2937804	H	14.3763630	-88.1844449	2019-04-13	06:41:00	obsr239574	S54929013	Traveling	P22	EBIRD	131	1.939		3	1	G4041975	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS809846473	2019-09-26 15:14:33	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Cabañas Los Pinos (Mountain Resort)	L2937799	H	14.3273033	-88.1569576	2019-09-26	12:12:00	obsr925816	S60130146	Stationary	P21	EBIRD_CAMERICA	16			1	1		0	1	0			It was a female, no yellow un the vent.	
URN:CornellLabOfOrnithology:EBIRD:OBS820418748	2019-10-24 16:15:56	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Cabañas Los Pinos (Mountain Resort)	L2937799	H	14.3273033	-88.1569576	2019-10-24	13:09:00	obsr925816	S60896709	Stationary	P21	EBIRD_CAMERICA	27			1	1		0	1	0		It was a "chipe" birding, very active midday, cloudy and fres day. Pine and oak vegetation.	Foraging  in the canopy and the middle part of pine trees and oak trees. Very active, it has yellow on face and no where else, black upper head and throat and breast, has a washy black line that cross the face in a horizontal way.	
URN:CornellLabOfOrnithology:EBIRD:OBS838038191	2020-01-13 11:32:46	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Intibucá	HN-IN							Zabalanquira Hotel de Montaña	L8027239	H	14.2786840	-88.2100360	2019-12-14	08:49:00	obsr925816	S62303936	Traveling	P22	EBIRD	107	1.310		2	1		0	1	0		Looking for Red-faced Warbler, it was found at the end of the the birding when I had given up about its presence.		
URN:CornellLabOfOrnithology:EBIRD:OBS487855396	2022-10-26 03:24:46.871581	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2017-04-19	06:27:00	obsr398519	S36111647	Traveling	P22	EBIRD	300	8.047		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS493737772	2017-05-10 16:36:14	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				X					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2017-04-11	06:00:00	obsr901190	S36502772	Traveling	P22	EBIRD	300	4.828		3	0	G2382283	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS493597199	2017-05-05 12:11:45	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				X					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2017-04-11	06:00:00	obsr901331	S36493697	Traveling	P22	EBIRD	300	4.828		3	0	G2382283	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS799739931	2019-08-30 12:36:11	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona Nucleo/Bosque pino (1800-2100 msnm)	L2055734	H	14.5551733	-88.6606979	2017-08-27	11:42:00	obsr948000	S59375789	Incidental	P20	EBIRD				3	0		1	1	0		Mientras regresabamos al centro de visitantes lo encontramos en el sendero.		
URN:CornellLabOfOrnithology:EBIRD:OBS529988280	2017-09-03 22:15:20	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	06:21:00	obsr359287	S38987414	Traveling	P22	EBIRD_CAMERICA	200	1.600		9	1	G2613986	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530257481	2017-09-04 20:03:26	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	06:21:00	obsr688981	S39006066	Traveling	P22	EBIRD_CAMERICA	200	1.600		9	1	G2613986	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567167220	2018-01-13 22:05:43	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							RB Volcán Pacayita--Zona núcleo sector Agua Fría	L6244378	H	14.3353787	-88.7841174	2017-09-04	11:12:00	obsr546395	S41886354	Traveling	P22	EBIRD_CAMERICA	106	0.650		4	1	G2863550	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529988256	2017-09-03 22:15:20	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	09:41:00	obsr359287	S38987415	Traveling	P22	EBIRD_CAMERICA	93	1.800		9	1	G2613988	1	1	0				
